url,response,exception
instagram.com/p/C8DVezWtVdQ,Error: dictionary update sequence element #0 has length 1; 2 is required
instagram.com/p/C76j1k8I7uk,"{""reel_url"": ""https://www.instagram.com/p/C76j1k8I7uk"", ""fashion"": {""Kids Pillow Covers"": {""colors"": [""White"", ""Orange"", ""Pink"", ""Mint"", ""Beige""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_products""}"
instagram.com/p/C76gLwUpgi7,"{""reel_url"": ""https://www.instagram.com/p/C76gLwUpgi7"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Blue"", ""Brown"", ""White""], ""patterns"": [""Striped""], ""brands"": []}, ""Kids Shorts"": {""colors"": [""Brown""], ""patterns"": [""Striped""], ""brands"": []}, ""Kids Pants"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}, ""Kids Caps"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Blue""], ""patterns"": [""Polka""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76frf1SZZt,"{""reel_url"": ""https://www.instagram.com/p/C76frf1SZZt"", ""fashion"": {""Kids Tops"": {""colors"": [""Brown""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76dbCDOqD7,"{""reel_url"": ""https://www.instagram.com/p/C76dbCDOqD7"", ""fashion"": {""Kids T-shirts"": {""colors"": [""White""], ""patterns"": [""Polka""], ""brands"": []}, ""Kids Shorts"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}, ""Kids Dresses"": {""colors"": [""White"", ""Pink"", ""Purple"", ""Blue""], ""patterns"": [""Floral"", ""Ditsy""], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}, ""Kids Sneakers"": {""colors"": [""Black""], ""patterns"": [], ""brands"": []}, ""Kids Sandals"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}, ""Kids Socks"": {""colors"": [""White"", ""Red""], ""patterns"": [""Striped""], ""brands"": []}}, ""comment"": ""\n\nPlease note that this analysis is based on the visible characteristics of the clothing items worn by the characters in the photo and the children present. No identifiable brand logos or names are visible or recognizable, and thus the brands' array is left empty. The color and patterns provided are described to the best observation from the image."", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76csC1MZRf,"{""reel_url"": ""https://www.instagram.com/p/C76csC1MZRf"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Peach""], ""patterns"": [], ""brands"": [""H&M""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76bCWUS6I7,"{""reel_url"": ""https://www.instagram.com/p/C76bCWUS6I7"", ""fashion"": {""Kids Dresses"": {""colors"": [""White"", ""Black""], ""patterns"": [""Checkered""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76YBtqpvlE,"{""reel_url"": ""https://www.instagram.com/p/C76YBtqpvlE"", ""fashion"": {""Kids Dresses"": {""colors"": [""Beige"", ""Yellow"", ""White""], ""patterns"": [""Floral"", ""Ditsy""], ""brands"": []}, ""Kids Tights"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76U8jXPS8n,"{""reel_url"": ""https://www.instagram.com/p/C76U8jXPS8n"", ""fashion"": {""Kids Dresses"": {""colors"": [""White"", ""Peach""], ""patterns"": [""Floral""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76Rtn8IRrx,"{""reel_url"": ""https://www.instagram.com/p/C76Rtn8IRrx"", ""fashion"": {""Kids Dresses"": {""colors"": [""White"", ""Beige""], ""patterns"": [""Checkered""], ""brands"": []}, ""Kids Sandals"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}, ""Kids Caps"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76QBX1t8ZD,"{""reel_url"": ""https://www.instagram.com/p/C76QBX1t8ZD"", ""classification"": ""others""}"
instagram.com/p/C76Oct8Nlxj,"{""reel_url"": ""https://www.instagram.com/p/C76Oct8Nlxj"", ""fashion"": {""Kids T-shirts"": {""colors"": [""White"", ""Yellow""], ""patterns"": [], ""brands"": []}, ""Kids Trousers"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""White"", ""Blue"", ""Orange""], ""patterns"": [], ""brands"": []}, ""Kids Caps"": {""colors"": [""Grey""], ""patterns"": [], ""brands"": []}}, ""comment"": ""\n\nPlease note that due to the limitations of image analysis and the policy regarding the identification of brands, the above information is based on the visible features of the clothing and accessories, without brand identification."", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76Kx1HMemZ,"{""reel_url"": ""https://www.instagram.com/p/C76Kx1HMemZ"", ""fashion"": {""Kids Tops"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}, ""Kids Shorts"": {""colors"": [""Black"", ""White""], ""patterns"": [""Striped""], ""brands"": []}, ""Kids Helmets"": {""colors"": [""Pink"", ""Black"", ""White""], ""patterns"": [""Polka""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76IjCdIE10,"{""reel_url"": ""https://www.instagram.com/p/C76IjCdIE10"", ""brands"": [""Generic clothing brand""], ""verticals"": {""fashion"": {""Kids T-shirts"": {""colors"": [], ""patterns"": [], ""brands"": []}, ""Teen T-shirts"": {""colors"": [], ""patterns"": [], ""brands"": []}}}, ""comment"": ""\n\nIn this instance, I've included placeholders for \""Kids T-shirts\"" and \""Teen T-shirts\"" within the `fashion` vertical to represent potential product categories that could be associated with the content of the image, considering it hints at clothing size. However, the image itself does not provide specific details on the clothing types, colors, patterns, or the actual brand, as it is a stylized text and graphical representation."", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76GHRRIHAQ,"{""reel_url"": ""https://www.instagram.com/p/C76GHRRIHAQ"", ""fashion"": {""Kids Bibs"": {""colors"": [""White"", ""Black""], ""patterns"": [""Striped""], ""brands"": []}, ""Kids Suspenders"": {""colors"": [""Beige"", ""Black""], ""patterns"": [], ""brands"": []}, ""Kids Trousers"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76A4ITINlM,"{""reel_url"": ""https://www.instagram.com/p/C76A4ITINlM"", ""fashion"": {""Kids Dresses"": {""colors"": [""Pink"", ""White""], ""patterns"": [""Striped""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C75_7RDIn2A,"{""reel_url"": ""https://www.instagram.com/p/C75_7RDIn2A"", ""fashion"": {""Kids Toys"": {""colors"": [""Beige"", ""Brown"", ""White""], ""patterns"": [], ""brands"": []}, ""Kids Furniture"": {""colors"": [""Beige"", ""White"", ""Brown""], ""patterns"": [], ""brands"": [""ikea""]}, ""Kids Room Decor"": {""colors"": [""Beige"", ""Brown""], ""patterns"": [], ""brands"": []}}, ""comment"": ""\n\nThe JSON structure lists potential categories related to children that can be inferred such as toys, furniture, and room decor, along with their colors. The brand \""ikea\"" is inferred based on the hashtag used in the caption. Since specific fashion items are not visible in the image, lists for patterns and brands under those categories remain empty. Please note that this is an educated guess based on the provided data and visible items, and it may not accurately reflect items that are not visually present in the image."", ""category_mix"": {}, ""classification"": ""kids_products""}"
instagram.com/p/C758T1qoXBo,"{""reel_url"": ""https://www.instagram.com/p/C758T1qoXBo"", ""fashion"": {""Kids Dresses"": {""colors"": [""Blue"", ""Red""], ""patterns"": [""Polka""], ""brands"": []}, ""Kids Jackets"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Blue"", ""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C71nk5Us1xX,"{""reel_url"": ""https://www.instagram.com/p/C71nk5Us1xX"", ""fashion"": {""Kids Dresses"": {""colors"": [""Pink"", ""White""], ""patterns"": [""Floral""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/CGxcnONDNQe,"{""reel_url"": ""https://www.instagram.com/p/CGxcnONDNQe"", ""fashion"": {""Kids Dresses"": {""colors"": [""White"", ""Pink"", ""Blue"", ""Green""], ""patterns"": [""Floral""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/CVQ6wAEItbE,"{""reel_url"": ""https://www.instagram.com/p/CVQ6wAEItbE"", ""fashion"": {""Kids Dresses"": {""colors"": [""Pink"", ""White""], ""patterns"": [""Floral""], ""brands"": []}, ""Kids Tights"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}, ""Kids Headbands"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7539NkPJPW,"{""reel_url"": ""https://www.instagram.com/p/C7539NkPJPW"", ""fashion"": {""Kids Dresses"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Toys"": {""colors"": [""Gray""], ""patterns"": [], ""brands"": [""Jellycat""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_products""}"
instagram.com/p/C75tgzQIUZY,"{""reel_url"": ""https://www.instagram.com/p/C75tgzQIUZY"", ""fashion"": {""Kids Bibs"": {""colors"": [""White"", ""Gold""], ""patterns"": [], ""brands"": [""lovipolska""]}, ""Kids Pajamas"": {""colors"": [""White"", ""Gold""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_products""}"
instagram.com/p/C68-yEly9jp,"{""reel_url"": ""https://www.instagram.com/p/C68-yEly9jp"", ""fashion"": {""Kids Formal Shirts"": {""colors"": [""Black"", ""White""], ""patterns"": [""Checkered""], ""brands"": []}, ""Kids Trousers"": {""colors"": [""Black"", ""White""], ""patterns"": [""Checkered""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C75oznjIGx8,"{""reel_url"": ""https://www.instagram.com/p/C75oznjIGx8"", ""classification"": ""others""}"
instagram.com/p/C75nkLlIkqB,"{""reel_url"": ""https://www.instagram.com/p/C75nkLlIkqB"", ""fashion"": {""Kids Caps"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}, ""Kids T-shirts"": {""colors"": [""Green""], ""patterns"": [], ""brands"": []}, ""Kids Trousers"": {""colors"": [""Green""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7qf41-SUpR,"{""reel_url"": ""https://www.instagram.com/p/C7qf41-SUpR"", ""fashion"": {""Kids Shorts"": {""colors"": [""White"", ""Black""], ""patterns"": [], ""brands"": [""breeze_official""]}, ""Kids T-shirts"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Black""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C75gqntopIA,"{""reel_url"": ""https://www.instagram.com/p/C75gqntopIA"", ""fashion"": {""Kids Jackets"": {""colors"": [""Pink"", ""White"", ""Red""], ""patterns"": [""Floral""], ""brands"": [""Pick n Pay Clothing""]}, ""Kids Leggings"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": [""H&M""]}, ""Kids Sneakers"": {""colors"": [""White""], ""patterns"": [], ""brands"": [""Joyjoy Sneakers""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C75Wvm9P7Vi,Error: dictionary update sequence element #0 has length 1; 2 is required
instagram.com/p/C75WafWvGDl,"{""reel_url"": ""https://www.instagram.com/p/C75WafWvGDl"", ""fashion"": {""Kids Dresses"": {""colors"": [""Black"", ""White""], ""patterns"": [""Polka""], ""brands"": [""H&M""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C75U4xOvvjC,"{""reel_url"": ""https://www.instagram.com/p/C75U4xOvvjC"", ""brands"": [], ""verticals"": {""fashion"": {""Kids T-shirts"": {""colors"": [""Pink"", ""White""], ""patterns"": [], ""brands"": []}, ""Kids Tights"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}}}, ""comment"": """", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
instagram.com/p/C75U1LuvWeD,"{""reel_url"": ""https://www.instagram.com/p/C75U1LuvWeD"", ""fashion"": {""Kids Dresses"": {""colors"": [""Pink"", ""White""], ""patterns"": [], ""brands"": []}, ""Kids Tights"": {""colors"": [""White""], ""patterns"": [""Ditsy""], ""brands"": []}, ""Kids Headbands"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C75TPEcPhc0,"{""reel_url"": ""https://www.instagram.com/p/C75TPEcPhc0"", ""fashion"": {""Kids Dresses"": {""colors"": [""White"", ""Blue""], ""patterns"": [""Floral""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C75O37Mos1V,"{""reel_url"": ""https://www.instagram.com/p/C75O37Mos1V"", ""classification"": ""others""}"
instagram.com/p/C75O3JRIvSJ,"{""reel_url"": ""https://www.instagram.com/p/C75O3JRIvSJ"", ""classification"": ""others""}"
instagram.com/p/C75GQhrSUi0,"{""reel_url"": ""https://www.instagram.com/p/C75GQhrSUi0"", ""fashion"": {""Kids Bibs"": {""colors"": [""White"", ""Blue"", ""Green""], ""patterns"": [""Striped""], ""brands"": []}, ""Kids Tops"": {""colors"": [""Blue"", ""Green""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C75DI3jAv4H,"{""reel_url"": ""https://www.instagram.com/p/C75DI3jAv4H"", ""fashion"": {""Kids T-shirts"": {""colors"": [""White"", ""Navy""], ""patterns"": [], ""brands"": []}, ""Kids Shorts"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}, ""Kids Socks"": {""colors"": [""Red""], ""patterns"": [], ""brands"": []}, ""Kids Sneakers"": {""colors"": [""White"", ""Red"", ""Blue""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7496IPIdgN,"{""reel_url"": ""https://www.instagram.com/p/C7496IPIdgN"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Black"", ""White""], ""patterns"": [], ""brands"": []}, ""Kids Trousers"": {""colors"": [""Grey""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}, ""Kids Caps"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C73yRwVsQJk,"{""reel_url"": ""https://www.instagram.com/p/C73yRwVsQJk"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Red"", ""White""], ""patterns"": [], ""brands"": []}, ""Kids Dungarees"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C746-LHSVz4,"{""reel_url"": ""https://www.instagram.com/p/C746-LHSVz4"", ""fashion"": {""Teen Sweatshirts"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": [""Disney""]}, ""Teen Leggings"": {""colors"": [""White"", ""Black""], ""patterns"": [""Ditsy""], ""brands"": [""Disney""]}, ""Teen Shoes"": {""colors"": [""White""], ""patterns"": [], ""brands"": [""Crocs""]}, ""Teen Backpacks"": {""colors"": [""Black""], ""patterns"": [], ""brands"": [""Disney""]}, ""Teen Bows"": {""colors"": [""Beige"", ""Black"", ""White""], ""patterns"": [""Floral"", ""Ditsy""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/CxCn47pMub3,"{""reel_url"": ""https://www.instagram.com/p/CxCn47pMub3"", ""fashion"": {""Kids Dresses"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C74xCsvI3Vj,"{""reel_url"": ""https://www.instagram.com/p/C74xCsvI3Vj"", ""fashion"": {""Kids T-shirts"": {""colors"": [""White"", ""Blue""], ""patterns"": [""Print""], ""brands"": []}, ""Kids Shorts"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Peach""], ""patterns"": [], ""brands"": []}, ""Kids Caps"": {""colors"": [""Grey""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C74rO_WSFR4,"{""reel_url"": ""https://www.instagram.com/p/C74rO_WSFR4"", ""brands"": [], ""verticals"": {""fashion"": {""Kids T-shirts"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Shorts"": {""colors"": [""Black""], ""patterns"": [], ""brands"": []}, ""Kids Sneakers"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}}}, ""comment"": ""\n\nThis JSON format describes the different fashion items visible in the image. The child is wearing a white T-shirt (with no discernible patterns due to the detailed graphic on the front), black shorts, and white sneakers. No brand logos are visible, and no patterns can be distinguished from the provided image that match the listed options. As such, the brands field remains empty for each item. If there was more detail visible that could be used to identify the brands or specific patterns on the clothing, it would be included in the analysis.\n"", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
instagram.com/p/C74p_ebojPD,"{""reel_url"": ""https://www.instagram.com/p/C74p_ebojPD"", ""fashion"": {""Kids Shorts"": {""colours"": [""Beige""], ""patterns"": [], ""brands"": []}, ""Kids T-shirts"": {""colours"": [""White"", ""Beige""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colours"": [""Beige""], ""patterns"": [], ""brands"": [""Little Dutch""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7WUtoRKb5U,"{""reel_url"": ""https://www.instagram.com/p/C7WUtoRKb5U"", ""fashion"": {""Kids Dresses"": {""colors"": [""Olive"", ""White""], ""patterns"": [""Floral""], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C74X1Iho7_E,"{""reel_url"": ""https://www.instagram.com/p/C74X1Iho7_E"", ""brands"": [], ""verticals"": {""fashion"": {""Kids Dresses"": {""colors"": [""Mint""], ""patterns"": [], ""brands"": []}, ""Teen Skirts"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}, ""Teen Tops"": {""colors"": [""Emerald""], ""patterns"": [], ""brands"": []}, ""Teen Sandals"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}}}, ""comment"": """", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
instagram.com/p/C74jvmNv13T,"{""reel_url"": ""https://www.instagram.com/p/C74jvmNv13T"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Peach"", ""Pink"", ""Yellow""], ""patterns"": [""Floral""], ""brands"": [""Disney""]}, ""Kids Shorts"": {""colors"": [""Peach""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}, ""Kids Caps"": {""colors"": [""Brown""], ""patterns"": [""Animal Print""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C74iiIXMScM,"{""reel_url"": ""https://www.instagram.com/p/C74iiIXMScM"", ""fashion"": {""Kids T-shirts"": {""brands"": [""Barbie""], ""colors"": [""Pink""], ""patterns"": []}, ""Kids Dresses"": {""brands"": [], ""colors"": [""Pink""], ""patterns"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C74geFUgxqB,"{""reel_url"": ""https://www.instagram.com/p/C74geFUgxqB"", ""brands"": [""H&M""], ""verticals"": {""fashion"": {""Kids Dresses"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": [""H&M""]}}}, ""comment"": """", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
instagram.com/p/C74ck_xskuD,"{""reel_url"": ""https://www.instagram.com/p/C74ck_xskuD"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Yellow""], ""patterns"": [], ""brands"": []}, ""Kids Shorts"": {""colors"": [""Yellow""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C74YUlbNKDZ,"{""reel_url"": ""https://www.instagram.com/p/C74YUlbNKDZ"", ""classification"": ""others""}"
instagram.com/p/C74XtqCsZBW,"{""reel_url"": ""https://www.instagram.com/p/C74XtqCsZBW"", ""fashion"": {""Kids Sweatshirts"": {""colors"": [""Navy""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""White"", ""Black""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C74SZDeNMYL,"{""reel_url"": ""https://www.instagram.com/p/C74SZDeNMYL"", ""classification"": ""others""}"
instagram.com/p/C74QPVlscgT,"{""reel_url"": ""https://www.instagram.com/p/C74QPVlscgT"", ""fashion"": {""Kids Dresses"": {""colors"": [""White"", ""Black""], ""patterns"": [""Polka""], ""brands"": [""H&M""]}, ""Kids Shoes"": {""colors"": [""White""], ""patterns"": [], ""brands"": [""H&M""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C74P-QDonej,"{""reel_url"": ""https://www.instagram.com/p/C74P-QDonej"", ""brands"": [], ""verticals"": {""fashion"": {""Kids Pyjamas"": {""colors"": [""Green"", ""White""], ""patterns"": [], ""brands"": []}, ""Kids Socks"": {""colors"": [""White"", ""Brown""], ""patterns"": [], ""brands"": []}}}, ""comment"": """", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
instagram.com/p/C74I5N3y3ur,"{""reel_url"": ""https://www.instagram.com/p/C74I5N3y3ur"", ""fashion"": {""Kids Sweatshirts"": {""colors"": [""Grey""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C74HYBaomcy,"{""reel_url"": ""https://www.instagram.com/p/C74HYBaomcy"", ""fashion"": {""Kids Pyjamas"": {""description"": ""Brands, patterns and colours of the products."", ""properties"": {""colors"": [""Beige"", ""White""], ""patterns"": [""Checkered""], ""brands"": []}}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C74DP-TSv58,"{""reel_url"": ""https://www.instagram.com/p/C74DP-TSv58"", ""fashion"": {""Kids Tops"": {""colors"": [""White"", ""Beige""], ""patterns"": [""Polka""], ""brands"": []}, ""Kids Bibs"": {""colors"": [], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C74C0ICIvbJ,"{""reel_url"": ""https://www.instagram.com/p/C74C0ICIvbJ"", ""fashion"": {""Kids Bibs"": {""colors"": [""White"", ""Beige""], ""patterns"": [""Polka""], ""brands"": []}, ""Kids Nightgowns"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_products""}"
instagram.com/p/C74BxX5I_m8,"{""reel_url"": ""https://www.instagram.com/p/C74BxX5I_m8"", ""fashion"": {""Kids Dresses"": {""colors"": [""White"", ""Red""], ""patterns"": [], ""brands"": []}, ""Kids Headbands"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C74BN37tkUg,"{""reel_url"": ""https://www.instagram.com/p/C74BN37tkUg"", ""type"": ""function"", ""function"": {""name"": ""videoAnalysisLifestyle"", ""parameters"": {""type"": ""object"", ""description"": ""You are an AI-powered brand manager for a kids' clothing branding."", ""properties"": {""brands"": {""title"": ""Brands"", ""type"": ""array"", ""description"": ""Brands present in image and caption data."", ""items"": {""type"": ""string""}}, ""verticals"": {""title"": ""Product verticals"", ""type"": ""object"", ""description"": ""Product verticals in the image"", ""properties"": {""fashion"": {""title"": ""Fashion"", ""type"": ""object"", ""parameters"": {""description"": ""Products included in the image and caption matching to enum."", ""Kids Dresses"": {""type"": ""object"", ""description"": ""Brands, patterns and colours of the products."", ""properties"": {""colors"": {""title"": ""Colours"", ""type"": ""array"", ""items"": {""type"": ""string"", ""enum"": [""Blue""]}, ""description"": ""Predominant colors of all the products visible in the image.""}, ""patterns"": {""title"": ""Patterns"", ""type"": ""array"", ""items"": {""type"": ""string""}, ""description"": ""Predominant patterns of the all the products visible in image.""}, ""brands"": {""title"": ""Brands"", ""type"": ""array"", ""description"": ""Brands present in image and caption data."", ""items"": {""type"": ""string""}}}}, ""Kids Hats"": {""type"": ""object"", ""description"": ""Brands, patterns and colours of the products."", ""properties"": {""colors"": {""title"": ""Colours"", ""type"": ""array"", ""items"": {""type"": ""string"", ""enum"": [""White"", ""Yellow"", ""Blue""]}, ""description"": ""Predominant colors of all the products visible in the image.""}, ""patterns"": {""title"": ""Patterns"", ""type"": ""array"", ""items"": {""type"": ""string"", ""enum"": [""Floral""]}, ""description"": ""Predominant patterns of the all the products visible in image.""}, ""brands"": {""title"": ""Brands"", ""type"": ""array"", ""description"": ""Brands present in image and caption data."", ""items"": {""type"": ""string""}}}}, ""Kids Shoes"": {""type"": ""object"", ""description"": ""Brands, patterns and colours of the products."", ""properties"": {""colors"": {""title"": ""Colours"", ""type"": ""array"", ""items"": {""type"": ""string"", ""enum"": [""White"", ""Gold""]}, ""description"": ""Predominant colors of all the products visible in the image.""}, ""patterns"": {""title"": ""Patterns"", ""type"": ""array"", ""items"": {""type"": ""string""}, ""description"": ""Predominant patterns of the all the products visible in image.""}, ""brands"": {""title"": ""Brands"", ""type"": ""array"", ""description"": ""Brands present in image and caption data."", ""items"": {""type"": ""string""}}}}}}}}}, ""required"": [""fashion""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C737llgvTSg,"{""reel_url"": ""https://www.instagram.com/p/C737llgvTSg"", ""classification"": ""others""}"
